surgery,age,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,rectal_exam_feces,abdomen,abdomo_appearance,surgical_lesion,abdomo_protein,lesion_1,packed_cell_volume,total_protein,nasogastric_reflux_ph,rectal_temp,pulse,respiratory_rate,outcome
no,adult,cool,None,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,none,decreased,firm,cloudy,no,2.3,400,45,7.5,4.5,37.6,48,20,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,decreased,distend_small,serosanguious,yes,3.6,2124,50,7,3,37.1,52,12,lived
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,none,none,more_1_liter,increased,distend_large,clear,yes,3.6,7111,67,7,2,39.5,92,24,died
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,absent,None,serosanguious,yes,4.3,7209,52,6.8,7,38.1,75,18,died
yes,adult,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,None,distend_small,None,yes,6.6,2208,57,8.9,5,38.5,129,14,lived
yes,adult,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,absent,distend_large,cloudy,yes,2,3111,50,81,2,38.5,60,20,lived
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,decreased,distend_large,cloudy,yes,3.9,3209,45,7.5,4.4,38.5,86,24,died
yes,adult,cool,reduced,pale_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,absent,distend_large,clear,yes,3.7,4205,45,7.5,4.5,37.8,96,30,died
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,increased,distend_large,cloudy,yes,3.6,3111,44,6,3,38.1,66,12,died
yes,adult,cool,normal,pale_pink,less_3_sec,None,hypermotile,none,slight,more_1_liter,normal,distend_small,cloudy,yes,1.5,2112,39,7,6.5,38.3,45,12,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,none,more_1_liter,absent,distend_large,serosanguious,yes,4.1,2205,57,4.5,4,37.3,96,30,died
yes,adult,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,none,None,None,serosanguious,yes,2,2206,57,66,2,38.5,129,30,lived
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,none,more_1_liter,absent,distend_large,serosanguious,yes,2,3205,52,75,2,37.8,60,16,euthanized
no,adult,normal,normal,normal_pink,less_3_sec,alert,normal,none,None,more_1_liter,normal,None,cloudy,no,1.3,0,40,7.5,5,37.5,40,16,lived
yes,adult,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,decreased,distend_large,serosanguious,yes,2,7400,37,6.5,2,38.2,104,36,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,absent,distend_small,serosanguious,yes,4.5,2205,69,8.1,4.5,38,96,28,died
no,adult,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,none,slight,more_1_liter,increased,None,serosanguious,no,2,0,50,75,2,38.5,68,20,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,none,absent,distend_small,serosanguious,yes,4.5,2208,57,8.1,3,37.5,60,24,euthanized
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,none,absent,distend_large,cloudy,yes,3.6,2209,43,6,3,38.6,60,30,died
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,absent,distend_small,clear,yes,1,2208,34,68,1,38.2,88,20,lived
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,absent,distend_large,clear,no,5,5205,39,6.5,7,38.6,44,12,lived
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,none,less_1_liter,decreased,firm,clear,no,5.3,3111,41,6.1,7,38,44,24,lived
yes,young,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,normal,None,serosanguious,yes,3.6,2208,37,6.5,7,38.3,80,30,died
yes,adult,None,normal,normal_pink,less_3_sec,alert,hypomotile,moderate,none,more_1_liter,absent,normal,cloudy,yes,3.3,4205,39,6.6,5.3,38.3,48,28,lived
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,absent,distend_small,None,yes,1,2208,33,7,2,38.7,52,51,died
yes,adult,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,normal,distend_small,clear,yes,3,31110,30,6.5,3,39.3,60,20,lived
yes,adult,None,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,absent,distend_small,serosanguious,yes,6,4124,37,6.5,5,39.5,84,36,lived
yes,adult,cool,reduced,pale_pink,more_3_sec,depressed,absent,slight,slight,more_1_liter,normal,distend_small,clear,yes,2,2112,57,8,5,37.6,114,48,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,significant,none,absent,distend_small,serosanguious,yes,4.4,2209,69,7.8,4.4,38,98,36,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,significant,more_1_liter,absent,distend_small,serosanguious,yes,3.3,2205,52,72,2,38.7,100,12,euthanized
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,none,absent,distend_small,serosanguious,yes,7.4,2207,52,8.6,6,37.2,108,12,euthanized
no,adult,normal,normal,bright_red,more_3_sec,depressed,normal,none,None,more_1_liter,decreased,firm,None,no,5.2,5206,48,8,6.2,37.6,48,20,euthanized
no,adult,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,decreased,distend_large,serosanguious,yes,4.5,7400,57,8.1,7,40.3,114,36,euthanized
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,distend_large,cloudy,yes,1,31110,50,7.5,4.3,38,110,28,euthanized
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,more_1_liter,absent,distend_small,clear,yes,5.3,31110,37,7.6,5,38.3,52,18,lived
yes,adult,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,decreased,distend_large,cloudy,yes,3.6,2124,44,6,3,37.9,68,20,lived
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,None,more_1_liter,normal,firm,clear,no,5,0,49,6.5,5.5,38.4,56,24,lived
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,absent,distend_small,serosanguious,no,2,2209,68,80,2,38,120,80,euthanized
yes,adult,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,3.6,7111,47,6.3,5,38.4,86,24,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,None,absent,severe,none,more_1_liter,None,distend_large,cloudy,yes,2,2205,52,75,2,39.7,100,24,euthanized
yes,adult,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,decreased,distend_large,cloudy,yes,2.6,2208,50,5.9,4,37.2,36,32,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,2,2205,57,7.5,5,38.2,84,36,died
yes,adult,normal,reduced,bright_red,more_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,absent,firm,cloudy,no,2.6,2208,51,8.4,5.4,39.1,88,50,lived
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,absent,distend_small,clear,yes,3.3,4205,64,8.6,5.5,38,164,36,died
yes,adult,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,none,none,none,normal,distend_small,clear,yes,3,31110,30,6,3,38.3,60,16,lived
no,adult,cool,reduced,pale_pink,None,mild_pain,absent,moderate,significant,less_1_liter,absent,distend_large,cloudy,yes,1,1400,75,81,2,37.1,84,30,euthanized
yes,young,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,more_1_liter,absent,None,serosanguious,yes,2,2205,47,54,2,38,104,70,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,none,none,None,distend_small,serosanguious,yes,2,2113,57,8.1,7,39.3,114,36,lived
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,none,absent,distend_small,cloudy,yes,3.6,2208,60,8.1,3,39.2,100,50,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,depressed,absent,severe,none,none,None,None,cloudy,no,2,2209,66,82,2,38.2,130,16,euthanized
yes,adult,normal,normal,pale_pink,less_3_sec,alert,hypomotile,slight,none,more_1_liter,None,other,cloudy,yes,5,3111,37,6.6,4,38.4,52,30,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,slight,slight,none,decreased,distend_small,serosanguious,yes,3.2,2207,47,6.3,4,38,108,12,lived
yes,adult,normal,normal,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,absent,distend_small,cloudy,yes,1.6,2112,43,7.5,5.3,38.1,52,68,lived
yes,adult,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,normal,distend_small,serosanguious,yes,2.6,2205,48,53,7,37.8,52,48,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,None,more_1_liter,absent,distend_large,serosanguious,yes,2.6,3205,40,7.8,4.5,36.7,84,30,died
no,adult,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,none,more_1_liter,absent,distend_small,serosanguious,yes,4.1,4205,49,8.1,6,36.1,78,24,died
no,adult,cool,reduced,None,less_3_sec,severe_pain,absent,None,none,more_1_liter,absent,None,cloudy,yes,2,3205,33,64,1,37.8,88,28,euthanized
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,None,distend_small,serosanguious,yes,4.5,2205,65,7.8,6.5,39.1,164,48,died
yes,adult,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,severe,none,more_1_liter,absent,distend_large,cloudy,yes,1,2208,42,72,2,38.2,60,36,lived
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,None,distend_large,serosanguious,yes,2,3205,57,66,2,38.2,129,48,euthanized
no,adult,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,absent,distend_large,serosanguious,yes,2.6,3205,60,7.5,4.4,37.1,88,24,died
yes,adult,None,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,absent,distend_small,serosanguious,yes,5.3,2208,40,7.5,7,39.1,84,36,died
yes,adult,cool,reduced,bright_red,less_3_sec,None,hypomotile,slight,none,more_1_liter,None,None,None,no,2,1400,56,64,2,38.7,120,48,euthanized
yes,adult,cool,normal,pale_pink,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,absent,distend_small,serosanguious,yes,4.5,2305,57,7.5,7,40.3,114,36,lived
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,absent,severe,none,none,normal,distend_small,cloudy,no,3.9,2208,57,8.6,7,39.4,114,60,died
yes,adult,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,none,None,more_1_liter,absent,distend_small,cloudy,yes,2.6,2113,59,8.2,2,39,100,51,lived
yes,adult,normal,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,absent,distend_large,serosanguious,yes,4.5,7111,51,11,7,38.1,108,36,died
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,None,distend_small,serosanguious,yes,4.1,2208,36,5.9,6.5,37.3,30,68,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,absent,distend_small,cloudy,no,2.6,2205,42,67,2,38.5,88,48,lived
yes,adult,normal,reduced,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,absent,distend_small,serosanguious,yes,2,2205,55,50,2,37.9,80,16,lived
yes,adult,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,moderate,none,less_1_liter,normal,distend_large,cloudy,yes,8,9400,49,8,4,38.7,164,18,lived
no,adult,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,less_1_liter,normal,normal,cloudy,no,2.6,0,36,6.5,4.3,37.9,48,16,lived
yes,young,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,none,more_1_liter,normal,None,cloudy,yes,2,3111,33,65,1,38.1,48,14,lived
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,decreased,distend_small,cloudy,yes,3.4,2209,44,6,3,38.1,72,60,died
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,decreased,normal,serosanguious,yes,3.4,2208,45,7.2,4.5,39.3,88,28,died
yes,young,cool,normal,bright_pink,less_3_sec,severe_pain,normal,slight,slight,none,increased,None,clear,yes,2.4,7111,58,7,3,39.3,66,12,lived
yes,adult,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,none,none,less_1_liter,normal,distend_small,cloudy,yes,2,2208,75,81,2,37.1,84,40,euthanized
yes,adult,None,normal,bright_pink,less_3_sec,depressed,absent,slight,None,None,normal,distend_large,serosanguious,yes,2.8,5400,45,4,5,37.9,68,20,died
no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,more_1_liter,normal,firm,clear,no,5,0,49,8.1,5,38.6,54,12,lived
yes,adult,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,none,more_1_liter,absent,distend_small,serosanguious,yes,3.2,2208,48,7.2,5,37.3,75,30,died
no,adult,normal,normal,pale_pink,less_3_sec,severe_pain,absent,none,slight,more_1_liter,normal,distend_small,clear,yes,1,2209,46,51,1,38.1,52,16,euthanized
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,4,2206,57,7.5,4.5,39.1,112,30,died
no,adult,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,slight,none,absent,distend_small,cloudy,yes,3.9,2112,54,7.6,4.5,38.1,112,12,died
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,decreased,distend_small,serosanguious,yes,2,2209,50,75,2,38.2,52,32,lived
yes,adult,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,significant,none,absent,distend_large,serosanguious,yes,4.9,3205,45,9.1,4,36.1,100,30,died
yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,absent,distend_small,clear,yes,2,31110,46,75,5,38,88,24,euthanized
yes,adult,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,less_1_liter,decreased,normal,serosanguious,yes,7.4,3025,44,4.6,4,37.5,64,48,died
yes,adult,cold,reduced,bright_red,more_3_sec,depressed,absent,severe,none,more_1_liter,None,distend_small,cloudy,yes,1,2208,68,75,2,38,120,60,euthanized
yes,adult,warm,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,none,absent,distend_large,cloudy,no,2.2,3111,39,7.5,3,38.1,44,18,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,None,absent,None,cloudy,yes,2,2208,33,66,1,37.6,88,20,euthanized
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,none,none,none,absent,None,serosanguious,yes,2.6,2205,44,6.4,4.5,38,66,24,died
yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypermotile,none,slight,none,increased,distend_large,cloudy,yes,3.6,2124,44,6,3,39.6,66,12,lived
yes,adult,cool,absent,bright_red,more_3_sec,depressed,absent,none,slight,none,None,distend_small,serosanguious,yes,2,2208,66,13,2,38.5,100,51,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,normal,distend_large,cloudy,yes,1,3111,66,69,2,37.4,60,30,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,decreased,distend_small,cloudy,yes,1.6,2205,31.5,6,3,38,66,12,lived
yes,adult,None,normal,dark_cyanotic,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,3.2,12208,48,7.4,5,37.1,75,36,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,slight,none,absent,distend_small,cloudy,yes,3.6,2209,43,7.5,3,38,136,24,died
no,adult,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,decreased,distend_small,clear,no,3.4,2208,47,8.3,7,37.7,60,20,lived
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,absent,distend_small,serosanguious,yes,3.4,2208,52,6,2,36.5,100,24,lived
no,adult,normal,normal,pale_pink,less_3_sec,alert,normal,none,slight,less_1_liter,normal,None,cloudy,no,4.1,0,44,7,4.5,38.2,44,36,lived
yes,adult,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,4.1,2209,45,8,5.3,37.3,88,24,died
yes,adult,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,none,less_1_liter,absent,distend_small,clear,no,2,2113,43,51,2,39.2,88,51,lived
yes,adult,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,decreased,normal,serosanguious,yes,3.6,7111,54,4.7,7,38.2,80,44,died
no,adult,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,significant,less_1_liter,None,distend_large,clear,yes,3.6,41110,73,10.2,3,38,104,40,euthanized
yes,adult,cool,normal,dark_cyanotic,less_3_sec,depressed,absent,severe,significant,less_1_liter,absent,distend_large,clear,no,2,1400,75,81,2,37.1,84,40,euthanized
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,2.6,2208,66,7.5,2,36.8,108,24,died
yes,adult,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,none,None,less_1_liter,normal,normal,cloudy,no,10.1,31110,46,5.7,4.5,37.8,48,18,euthanized
yes,adult,None,normal,bright_red,less_3_sec,slight,hypomotile,none,slight,less_1_liter,absent,distend_small,serosanguious,yes,2.3,2207,48,8,5,37.5,72,60,euthanized
no,adult,normal,normal,pale_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,None,other,cloudy,no,5,3111,49,7,5,38.6,54,20,lived
no,adult,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,decreased,other,clear,no,5,3111,45,8.1,4,37.5,44,20,lived
no,adult,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,normal,distend_large,serosanguious,no,7.4,7400,57,8.2,7,38.6,54,36,euthanized
yes,adult,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,decreased,distend_large,cloudy,yes,2,400,36,74,2,38.9,60,40,lived
yes,adult,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,absent,distend_small,None,yes,2,2208,41,66,2,38.3,48,12,lived
no,adult,normal,None,bright_red,more_3_sec,mild_pain,hypermotile,moderate,slight,more_1_liter,increased,other,clear,yes,3.9,3111,36,5.7,4,38.1,54,24,lived
yes,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,normal,normal,cloudy,yes,4.1,7111,39,6.3,7,38,80,44,lived
no,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,None,more_1_liter,absent,distend_large,serosanguious,yes,3.9,1124,53,8,5,39.5,108,36,lived
no,adult,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,decreased,distend_large,clear,no,2,3111,37,7.5,5.5,38.6,44,12,lived
no,adult,cool,None,bright_red,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,absent,None,serosanguious,no,3.9,2113,72,7,2,37.9,80,36,euthanized
yes,adult,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,slight,less_1_liter,absent,distend_small,serosanguious,yes,3.3,2209,63,6.6,5.3,37.5,108,40,euthanized
yes,adult,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,decreased,distend_large,serosanguious,yes,2,4205,52,7.5,3,37.9,86,40,died
yes,adult,normal,normal,bright_red,less_3_sec,severe_pain,absent,none,slight,more_1_liter,normal,distend_small,cloudy,yes,2,2112,54,7.5,7,38.1,52,28,died
yes,adult,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,none,absent,distend_large,serosanguious,yes,6,3205,48,7,4.5,39.7,129,48,died
no,adult,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,normal,distend_large,serosanguious,yes,4.5,3205,57,7,7,40.3,114,36,died
yes,adult,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,absent,distend_small,serosanguious,yes,2,2205,46,81,2,38.1,86,40,euthanized
yes,adult,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,decreased,distend_large,serosanguious,yes,3.9,3113,43,3.9,3,37.4,80,30,lived
no,adult,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,distend_large,clear,yes,4.5,3205,57,8.1,7,38.2,88,36,died
yes,adult,cold,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,absent,None,serosanguious,yes,2,2208,68,64,2,39.1,120,40,lived
no,adult,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,normal,distend_small,serosanguious,yes,4.5,2205,57,8.1,7,40.3,114,36,euthanized
